query,winner_url,loser_url,preference_strength,usable_for_training,weight,winner_page_score,loser_page_score,winner_ranking_target,loser_ranking_target,target_margin,winner_rank,loser_rank,serp_rank_delta,label_source,labeler,reason,patterns,d50_focus_query
натяжные потолки цена Нижний Новгород,https://bh-nn.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,71.6,24.2,69.8132,27.6862,42.127,6,8,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nn-decor.ru/,https://atlantispotolki.ru/,strong,True,1.0,75.0,69.3,80.2987,65.3166,14.9821,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nn-decor.ru/,https://bh-nn.ru/,strong,True,1.0,75.0,71.6,80.2987,69.8132,10.4855,1,6,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nn-decor.ru/,https://novpotoloknn.ru/,strong,True,1.0,75.0,65.1,80.2987,57.2806,23.0181,1,10,9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nn-decor.ru/,https://potolki-d.ru/,strong,True,1.0,75.0,66.9,80.2987,70.5502,9.7485,1,4,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nn-decor.ru/,https://potolki-nng.ru/,strong,True,1.0,75.0,58.6,80.2987,61.9174,18.3813,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nn-decor.ru/,https://vipceiling.ru/nn/price/,strong,True,1.0,75.0,67.6,80.2987,61.9108,18.3879,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nn-decor.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,75.0,24.2,80.2987,27.6862,52.6125,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nnpotolok.ru/,https://atlantispotolki.ru/,strong,True,1.0,77.4,69.3,78.6277,65.3166,13.3111,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nnpotolok.ru/,https://bh-nn.ru/,strong,True,1.0,77.4,71.6,78.6277,69.8132,8.8145,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nnpotolok.ru/,https://novpotoloknn.ru/,strong,True,1.0,77.4,65.1,78.6277,57.2806,21.3471,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nnpotolok.ru/,https://potolki-d.ru/,strong,True,1.0,77.4,66.9,78.6277,70.5502,8.0775,3,4,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nnpotolok.ru/,https://potolki-nng.ru/,strong,True,1.0,77.4,58.6,78.6277,61.9174,16.7103,3,5,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nnpotolok.ru/,https://vipceiling.ru/nn/price/,strong,True,1.0,77.4,67.6,78.6277,61.9108,16.7169,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://nnpotolok.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,77.4,24.2,78.6277,27.6862,50.9415,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://novpotoloknn.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,65.1,24.2,57.2806,27.6862,29.5944,10,8,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://potolki-d.ru/,https://atlantispotolki.ru/,weak,True,0.5,66.9,69.3,70.5502,65.3166,5.2336,4,7,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://potolki-d.ru/,https://novpotoloknn.ru/,strong,True,1.0,66.9,65.1,70.5502,57.2806,13.2696,4,10,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://potolki-d.ru/,https://potolki-nng.ru/,strong,True,1.0,66.9,58.6,70.5502,61.9174,8.6328,4,5,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://potolki-d.ru/,https://vipceiling.ru/nn/price/,strong,True,1.0,66.9,67.6,70.5502,61.9108,8.6394,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://potolki-d.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,66.9,24.2,70.5502,27.6862,42.864,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://potolki-nng.ru/,https://novpotoloknn.ru/,weak,True,0.5,58.6,65.1,61.9174,57.2806,4.6368,5,10,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://potolki-nng.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,58.6,24.2,61.9174,27.6862,34.2312,5,8,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://vipceiling.ru/nn/price/,https://novpotoloknn.ru/,weak,True,0.5,67.6,65.1,61.9108,57.2806,4.6302,9,10,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://vipceiling.ru/nn/price/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,67.6,24.2,61.9108,27.6862,34.2246,9,8,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://нижний.натяжные-потолки24.рф/,https://atlantispotolki.ru/,strong,True,1.0,74.2,69.3,78.5038,65.3166,13.1872,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://нижний.натяжные-потолки24.рф/,https://bh-nn.ru/,strong,True,1.0,74.2,71.6,78.5038,69.8132,8.6906,2,6,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://нижний.натяжные-потолки24.рф/,https://novpotoloknn.ru/,strong,True,1.0,74.2,65.1,78.5038,57.2806,21.2232,2,10,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://нижний.натяжные-потолки24.рф/,https://potolki-d.ru/,weak,True,0.5,74.2,66.9,78.5038,70.5502,7.9536,2,4,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://нижний.натяжные-потолки24.рф/,https://potolki-nng.ru/,strong,True,1.0,74.2,58.6,78.5038,61.9174,16.5864,2,5,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://нижний.натяжные-потолки24.рф/,https://vipceiling.ru/nn/price/,strong,True,1.0,74.2,67.6,78.5038,61.9108,16.593,2,9,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Нижний Новгород,https://нижний.натяжные-потолки24.рф/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug/remont_i_otdelka/potolki-ASgBAgICAkSYC8CfAcQVzvr9Ag?q=натяжные+потолки,strong,True,1.0,74.2,24.2,78.5038,27.6862,50.8176,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://alansa.ru/,https://averno.ru/,strong,True,1.0,82.9,70.3,81.8697,66.346,15.5237,4,7,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://alansa.ru/,https://mirpotolkov-54.ru/,uncertain,False,0.0,82.9,76.9,81.8697,79.1698,2.6999,4,3,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://alansa.ru/,https://novosibirsk-potolki.ru/,strong,True,1.0,82.9,74.7,81.8697,67.4265,14.4432,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://alansa.ru/,https://nsk-dekor.ru/,strong,True,1.0,82.9,65.2,81.8697,59.026,22.8437,4,10,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://alansa.ru/,https://potolki-novosib.ru/ceny,strong,True,1.0,82.9,61.7,81.8697,65.454,16.4157,4,5,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://alansa.ru/,https://potolkisib.ru/,strong,True,1.0,82.9,65.5,81.8697,62.6073,19.2624,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://averno.ru/,https://nsk-dekor.ru/,weak,True,0.5,70.3,65.2,66.346,59.026,7.32,7,10,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://averno.ru/,https://potolkisib.ru/,uncertain,False,0.0,70.3,65.5,66.346,62.6073,3.7387,7,8,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://mirpotolkov-54.ru/,https://averno.ru/,strong,True,1.0,76.9,70.3,79.1698,66.346,12.8238,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://mirpotolkov-54.ru/,https://novosibirsk-potolki.ru/,strong,True,1.0,76.9,74.7,79.1698,67.4265,11.7433,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://mirpotolkov-54.ru/,https://nsk-dekor.ru/,strong,True,1.0,76.9,65.2,79.1698,59.026,20.1438,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://mirpotolkov-54.ru/,https://potolki-novosib.ru/ceny,strong,True,1.0,76.9,61.7,79.1698,65.454,13.7158,3,5,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://mirpotolkov-54.ru/,https://potolkisib.ru/,strong,True,1.0,76.9,65.5,79.1698,62.6073,16.5625,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://novosibirsk-potolki.ru/,https://nsk-dekor.ru/,strong,True,1.0,74.7,65.2,67.4265,59.026,8.4005,9,10,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://novosibirsk-potolki.ru/,https://potolkisib.ru/,weak,True,0.5,74.7,65.5,67.4265,62.6073,4.8192,9,8,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://potolki-novosib.ru/ceny,https://nsk-dekor.ru/,weak,True,0.5,61.7,65.2,65.454,59.026,6.428,5,10,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://potolki-novosib.ru/ceny,https://potolkisib.ru/,uncertain,False,0.0,61.7,65.5,65.454,62.6073,2.8467,5,8,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://potolkisib.ru/,https://nsk-dekor.ru/,uncertain,False,0.0,65.5,65.2,62.6073,59.026,3.5813,8,10,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://sibirpotolki.ru/,https://averno.ru/,strong,True,1.0,75.6,70.3,82.1477,66.346,15.8017,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://sibirpotolki.ru/,https://mirpotolkov-54.ru/,uncertain,False,0.0,75.6,76.9,82.1477,79.1698,2.9779,1,3,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://sibirpotolki.ru/,https://novosibirsk-potolki.ru/,strong,True,1.0,75.6,74.7,82.1477,67.4265,14.7212,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://sibirpotolki.ru/,https://nsk-dekor.ru/,strong,True,1.0,75.6,65.2,82.1477,59.026,23.1217,1,10,9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://sibirpotolki.ru/,https://potolki-novosib.ru/ceny,strong,True,1.0,75.6,61.7,82.1477,65.454,16.6937,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://sibirpotolki.ru/,https://potolkisib.ru/,strong,True,1.0,75.6,65.5,82.1477,62.6073,19.5404,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://новосибирск.натяжные-потолки24.рф/,https://averno.ru/,strong,True,1.0,76.7,70.3,80.7354,66.346,14.3894,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://новосибирск.натяжные-потолки24.рф/,https://novosibirsk-potolki.ru/,strong,True,1.0,76.7,74.7,80.7354,67.4265,13.3089,2,9,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://новосибирск.натяжные-потолки24.рф/,https://nsk-dekor.ru/,strong,True,1.0,76.7,65.2,80.7354,59.026,21.7094,2,10,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://новосибирск.натяжные-потолки24.рф/,https://potolki-novosib.ru/ceny,strong,True,1.0,76.7,61.7,80.7354,65.454,15.2814,2,5,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Новосибирск,https://новосибирск.натяжные-потолки24.рф/,https://potolkisib.ru/,strong,True,1.0,76.7,65.5,80.7354,62.6073,18.1281,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-63.ru/,https://potolki-s.ru/ceny,uncertain,False,0.0,77.8,65.6,76.3459,72.3786,3.9673,5,3,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-63.ru/,https://potolki-sam.ru/ceny.html,strong,True,1.0,77.8,62.2,76.3459,57.2617,19.0842,5,10,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-63.ru/,https://potolki-samara.info/,strong,True,1.0,77.8,72.7,76.3459,67.7851,8.5608,5,8,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-63.ru/,https://potolkiorion-samara.ru/,strong,True,1.0,77.8,67.8,76.3459,61.6377,14.7082,5,9,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-63.ru/,https://potolkius.ru/,weak,True,0.5,77.8,74.1,76.3459,71.0043,5.3416,5,7,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-63.ru/,https://www.potolkoffsam.ru/,weak,True,0.5,77.8,72.0,76.3459,69.5618,6.7841,5,6,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-s.ru/ceny,https://potolki-sam.ru/ceny.html,strong,True,1.0,65.6,62.2,72.3786,57.2617,15.1169,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-s.ru/ceny,https://potolki-samara.info/,weak,True,0.5,65.6,72.7,72.3786,67.7851,4.5935,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-s.ru/ceny,https://potolkiorion-samara.ru/,strong,True,1.0,65.6,67.8,72.3786,61.6377,10.7409,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-s.ru/ceny,https://www.potolkoffsam.ru/,uncertain,False,0.0,65.6,72.0,72.3786,69.5618,2.8168,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-samara.info/,https://potolki-sam.ru/ceny.html,strong,True,1.0,72.7,62.2,67.7851,57.2617,10.5234,8,10,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolki-samara.info/,https://potolkiorion-samara.ru/,weak,True,0.5,72.7,67.8,67.7851,61.6377,6.1474,8,9,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://potolki-63.ru/,uncertain,False,0.0,73.2,77.8,79.0313,76.3459,2.6854,2,5,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://potolki-s.ru/ceny,weak,True,0.5,73.2,65.6,79.0313,72.3786,6.6527,2,3,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://potolki-sam.ru/ceny.html,strong,True,1.0,73.2,62.2,79.0313,57.2617,21.7696,2,10,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://potolki-samara.info/,strong,True,1.0,73.2,72.7,79.0313,67.7851,11.2462,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://potolkiorion-samara.ru/,strong,True,1.0,73.2,67.8,79.0313,61.6377,17.3936,2,9,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://potolkius.ru/,strong,True,1.0,73.2,74.1,79.0313,71.0043,8.027,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://smartpotolki.ru/,uncertain,False,0.0,73.2,74.0,79.0313,75.1586,3.8727,2,4,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkikiger.ru/samara,https://www.potolkoffsam.ru/,strong,True,1.0,73.2,72.0,79.0313,69.5618,9.4695,2,6,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkiorion-samara.ru/,https://potolki-sam.ru/ceny.html,weak,True,0.5,67.8,62.2,61.6377,57.2617,4.376,9,10,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkius.ru/,https://potolki-sam.ru/ceny.html,strong,True,1.0,74.1,62.2,71.0043,57.2617,13.7426,7,10,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkius.ru/,https://potolki-samara.info/,uncertain,False,0.0,74.1,72.7,71.0043,67.7851,3.2192,7,8,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://potolkius.ru/,https://potolkiorion-samara.ru/,strong,True,1.0,74.1,67.8,71.0043,61.6377,9.3666,7,9,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://smartpotolki.ru/,https://potolki-s.ru/ceny,uncertain,False,0.0,74.0,65.6,75.1586,72.3786,2.78,4,3,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://smartpotolki.ru/,https://potolki-sam.ru/ceny.html,strong,True,1.0,74.0,62.2,75.1586,57.2617,17.8969,4,10,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://smartpotolki.ru/,https://potolki-samara.info/,weak,True,0.5,74.0,72.7,75.1586,67.7851,7.3735,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://smartpotolki.ru/,https://potolkiorion-samara.ru/,strong,True,1.0,74.0,67.8,75.1586,61.6377,13.5209,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://smartpotolki.ru/,https://potolkius.ru/,weak,True,0.5,74.0,74.1,75.1586,71.0043,4.1543,4,7,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://smartpotolki.ru/,https://www.potolkoffsam.ru/,weak,True,0.5,74.0,72.0,75.1586,69.5618,5.5968,4,6,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://www.potolkoffsam.ru/,https://potolki-sam.ru/ceny.html,strong,True,1.0,72.0,62.2,69.5618,57.2617,12.3001,6,10,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://www.potolkoffsam.ru/,https://potolkiorion-samara.ru/,weak,True,0.5,72.0,67.8,69.5618,61.6377,7.9241,6,9,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://potolki-63.ru/,weak,True,0.5,78.6,77.8,84.0667,76.3459,7.7208,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://potolki-s.ru/ceny,strong,True,1.0,78.6,65.6,84.0667,72.3786,11.6881,1,3,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://potolki-sam.ru/ceny.html,strong,True,1.0,78.6,62.2,84.0667,57.2617,26.805,1,10,9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://potolki-samara.info/,strong,True,1.0,78.6,72.7,84.0667,67.7851,16.2816,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://potolkikiger.ru/samara,weak,True,0.5,78.6,73.2,84.0667,79.0313,5.0354,1,2,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://potolkiorion-samara.ru/,strong,True,1.0,78.6,67.8,84.0667,61.6377,22.429,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://potolkius.ru/,strong,True,1.0,78.6,74.1,84.0667,71.0043,13.0624,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://smartpotolki.ru/,strong,True,1.0,78.6,74.0,84.0667,75.1586,8.9081,1,4,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,https://www.potolkoffsam.ru/,strong,True,1.0,78.6,72.0,84.0667,69.5618,14.5049,1,6,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,https://master-plus.spb.ru/natyazhnye-potolki/,strong,True,1.0,78.7,66.1,83.2554,73.5561,9.6993,1,2,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,https://okna-leningrad.ru/potolki/,strong,True,1.0,78.7,67.5,83.2554,71.1153,12.1401,1,4,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,https://potolki-sankt-peterburg.ru/,strong,True,1.0,78.7,68.6,83.2554,63.2936,19.9618,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,https://potolki-spb.ru/,strong,True,1.0,78.7,71.1,83.2554,62.1954,21.06,1,10,9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,https://potolok-peter.ru/,strong,True,1.0,78.7,73.2,83.2554,75.0516,8.2038,1,3,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,https://spbpotolok.com/,strong,True,1.0,78.7,70.4,83.2554,64.6573,18.5981,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
натяжные потолки цена Санкт-Петербург,https://evita-potolki.ru/,https://tuspb.ru/,strong,True,1.0,78.7,71.5,83.2554,69.3847,13.8707,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
