query,url,page_target_score,ranking_target_score,critical_search_score,rank_prior_score,quality_band,d50_focus_query,label_source,labeler,notes
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,77.8225,67.8833,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://dveri-ntd.ru/,72.6,76.0007,64.7581,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://dveri-estetika.ru/,72.6,74.9961,69.5608,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://tandoor.ru/,64.7,66.937,59.9867,77.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://krasnodar.mosdveri.ru/,76.4,75.4535,79.9033,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://krd.rusdver.net/doors/,74.6,72.1949,77.1192,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://prodverikrd.ru/,65.7,62.2515,59.1168,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://modern-dveri.ru/catalog/vkhodnye-dveri/,75.8,69.4969,77.1726,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://linedoor-yug.ru/,69.4,63.0882,72.4016,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Краснодар,https://krasnodar.metaldveri.ru/,74.0,65.0426,77.9172,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://samara.dverimagnat.ru/,82.9,87.5559,87.7193,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://samara.lemanapro.ru/catalogue/vhodnye-dveri/,27.1,40.4694,15.9491,92.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://samara.metaldveri.ru/,77.7,79.8812,81.0481,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://guardian-smr.ru/,76.5,76.8879,77.553,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://samara.dverizaslon.ru/,75.7,75.1061,80.4809,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://sfdoors.ru/,71.9,70.3705,76.1165,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://ds-doors.ru/catalog/vhodnye-dveri/,74.1,70.5533,79.7421,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://samara.mall-of-doors.ru/,78.0,71.6395,82.3632,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://samara.estetdveri.ru/catalog/vkhodnye-dveri/,76.3,68.7322,81.5078,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Самара,https://vimdveri.ru/catalog/vhodnye-dveri/,68.9,61.3355,74.2835,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://dveridaromnn.ru/,72.5,78.7722,72.1479,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://nigny-novgorod.dverimagnat.ru/,78.0,81.7766,80.9442,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://tsdveri.ru/catalog/vhodnye-dveri/,64.6,68.5107,59.3911,85.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://sevendoors.ru/,73.0,73.7476,71.0837,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://n-gr.ru/,62.0,63.4061,59.107,70.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://nn.fabrichnie-dveri.ru/,73.2,70.4597,71.338,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://nizhniy-novgorod.mosdveri.ru/,74.9,68.9331,77.1343,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://nizhniy-novgorod.straj-dveri.ru/,71.7,64.8503,74.6419,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери цена Нижний Новгород,https://2gis.ru/n_novgorod/search/Входные двери/rubricId/9972,13.7,17.9139,12.9658,32.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать входные двери,https://www.cian.ru/stati-kak-vybrat-vhodnuju-dver-v-kvartiru-i-dom-340912/,77.5,83.3862,82.2414,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://irecommend.ru/catalog/list/9986-149512,73.0,81.1742,86.0946,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://gdematerial.ru/dlya-doma/top-10-luchshih-vhodnyh-dverej-rejting-2025-goda/,78.6,81.4919,76.5661,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://markakachestva.ru/best-brands/1217-luchshie-proizvoditeli-vhodnyh-dverey.html,70.1,73.1392,67.5148,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://www.kp.ru/expert/dom/luchshie-vhodnye-dveri-v-kvartiru/,74.6,75.1914,74.096,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://otzovik.com/home/doors_and_windows/house_front_doors/,73.3,75.151,90.7003,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://www.vseinstrumenti.ru/category/vhodnye-metallicheskie-dveri-176310/otzyvy/,23.1,30.4677,11.8044,62.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://www.ozon.ru/category/vhodnye-dveri-9747/review/,25.6,30.2241,11.3471,55.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://top-expert.pro/top-10-luchshih-proizvoditelej-vhodnyh-dverej-rejting-nadezhnosti-plyusy-i-minusy/,66.2,61.8626,65.9571,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://homius.ru/reyting-vhodnyih-dverey-v-kvartiru-i-otzyivyi.html,74.6,67.2492,78.648,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
входные двери отзывы,https://arghome.ru/blog/vhodnye-dveri-kakie-luchshe-vybrat-otzyvy-professionalov/,26.4,27.6788,25.5722,32.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://vitakuhni.ru/,82.2,86.7182,85.0277,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,73.9,79.0354,79.6161,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://www.kuxni.net/,72.8,76.9626,81.8443,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://mebel-renessans.ru/kuhni,77.4,77.2809,87.9528,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://lorena-kuhni.ru/,70.2,69.4974,77.3229,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,72.1,67.9176,70.4375,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://www.100-kuhon.ru/,81.1,74.4569,88.3324,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Москва,https://zavodkuhnirf.ru/,70.6,65.1125,80.9367,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://masterskayakuhon.ru/,73.6,80.7261,80.627,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://lenkuhni.ru/,79.5,83.3904,85.5025,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://lavellakitchen.ru/,72.3,74.7107,80.3983,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://neva-kuhni.ru/,73.6,74.1721,82.9338,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://kuhnihome.spb.ru/,79.7,76.3951,84.0407,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://novakuhni.ru/,72.5,67.1489,75.159,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://lubimaya-kuhnya.ru/,73.3,66.7792,80.8879,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Санкт-Петербург,https://structurakitchen.ru/,71.9,64.1346,80.5443,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://kitchenrm.ru/,70.5,78.0315,75.4768,100.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://www.lovekuhnya.ru/,79.8,83.6978,86.3117,92.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://ekaterinburg.vernokuhni.ru/,74.8,78.0676,80.9442,85.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://na-zakaz-mebel.com/,81.0,81.2022,87.7149,77.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://ekaterinburg.lemanapro.ru/proekt-kuhni/na-zakaz/,27.0,35.4721,17.5475,70.0,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://е-кухни.рф/,76.4,74.1808,82.9189,62.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://www.vkuskuhni.ru/,81.8,76.3578,86.6121,55.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://kuhnya-ekb.ru/,27.3,30.3069,16.3726,47.5,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://yutnaya-kuhnya.com/,68.8,64.3651,83.394,40.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Екатеринбург,https://dom-mania.ru/,75.1,66.9282,85.9411,32.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://www.kuhni-nsk.ru/catalog/kuhni/na-zakaz/,79.0,83.9944,80.0963,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://promebelnsk.ru/kuhni,71.1,77.4783,80.8086,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://alexandr-kuhni.ru/nsk,69.3,74.1249,77.3927,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://kuxni-nsk.ru/,76.3,77.0514,79.4695,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://novosibirsk.vernokuhni.ru/,76.3,76.092,84.573,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://feniks-kuhni-nsk.ru/,73.1,71.4154,78.1229,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://monolit-kuhni-mebel.ru/,72.3,70.1687,84.618,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://artinhomeshop.ru/,60.0,57.2758,61.0052,47.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,http://mebelin-nsk.ru/kukhni,20.0,23.8035,14.6902,40.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Новосибирск,https://kuhni-mebel-nsk.ru/,67.7,60.6614,74.7495,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Казань,https://kuhni-sova.ru/,64.1,72.0554,62.0894,100.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Казань,https://кухни116.рф/,76.2,75.0845,78.2697,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Казань,https://vekexpress.ru/,62.4,58.3088,69.472,40.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://kuxni-krd.ru/,77.0,82.4934,78.3557,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://kuhnidar.ru/,77.1,81.7134,84.2424,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,64.0,70.4523,74.8154,85.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://kitchen-sam.ru/,64.7,67.8474,66.0559,77.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://krasnodar-kuhni-na-zakaz.ru/,23.6,33.0926,15.7375,70.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://www.kukhni-krasnodar.ru/,60.4,62.1935,69.1368,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://www.giuseppe23.ru/,74.0,70.8516,82.1438,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://krasnodar.marya.ru/,70.8,66.4551,77.5606,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,https://kuhni-kook.ru/,56.6,53.2432,59.6745,40.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Краснодар,http://kuhnya-krasnodar.ru/,72.7,65.1348,83.9055,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://samara.lemanapro.ru/proekt-kuhni/na-zakaz/,27.8,42.8165,17.2034,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://samara.fakturamebel.ru/,63.8,71.023,67.9463,92.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://samara.marya.ru/,72.0,75.8285,77.5903,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://kmsmebel.ru/,77.0,77.7526,81.2507,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://mebelhall-kitchen.ru/,71.7,72.3985,78.963,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://kukhni-vsamare.ru/,64.4,65.8398,76.9121,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://kuhnari-samara.ru/,62.5,62.5683,74.455,55.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://samara-kuhni-na-zakaz.ru/,76.9,71.4954,85.9493,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://mebel-kega.ru/kuhni,62.1,57.9095,68.0503,40.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
кухни на заказ Самара,https://ka2design.ru/,77.0,67.5155,82.0034,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
