query,url,expert_target_score,label_source,labeler,notes,critical_score,important_score,supporting_score,rank_prior_score,cap_applied,cap_reasons,quality_band,top_positive_factors,top_negative_factors
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=72.0; cap=100.0,0.61457,0.725989,0.9874,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,page_structure:0.175|title_query_fit:0.352
кухни на заказ Новосибирск,https://monolit-kuhni-mebel.ru/,72.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=72.3; cap=100.0,0.759009,0.709101,0.433533,0.684211,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.943|offer_and_conversion:0.860,structured_support:0.103|media_and_internal_navigation:0.302|page_structure:0.369|secondary_commercial_details:0.400
кухни на заказ Новосибирск,https://artinhomeshop.ru/,60.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=60.0; cap=82.0,0.563772,0.628941,0.54965,0.631579,82.0,important_canonical_points_elsewhere,low,crawl_indexability:0.930|commercial_trust:0.904|offer_and_conversion:0.860,heading_query_fit:0.000|structured_support:0.000|page_structure:0.245|canonical_consistency:0.250
кухни на заказ Новосибирск,http://mebelin-nsk.ru/kukhni,20.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=20.0; cap=35.0,0.123497,0.401551,0.03,0.578947,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_extremely_thin_content,blocked,commercial_trust:0.720|mobile_render_performance:0.517|page_structure:0.380,offer_and_conversion:0.000|media_and_internal_navigation:0.000|secondary_commercial_details:0.000|structured_support:0.000
кухни на заказ Новосибирск,https://kuhni-mebel-nsk.ru/,67.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=67.7; cap=100.0,0.670936,0.711601,0.5339,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.908|offer_and_conversion:0.860,structured_support:0.000|heading_query_fit:0.200|page_structure:0.327
кухни на заказ Казань,https://kuhni-sova.ru/,64.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=64.1; cap=78.0,0.550033,0.663227,0.746,1.0,78.0,critical_query_title_fit_weak,low,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930|media_and_internal_navigation:0.905,heading_query_fit:0.000|structured_support:0.000|page_structure:0.237|title_query_fit:0.308
кухни на заказ Казань,https://кухни116.рф/,76.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=76.2; cap=100.0,0.759539,0.686341,0.8424,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,page_structure:0.299
кухни на заказ Казань,https://vekexpress.ru/,62.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=62.4; cap=78.0,0.630409,0.649731,0.38125,0.578947,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.999,structured_support:0.000|title_query_fit:0.255|page_structure:0.281|heading_query_fit:0.355
кухни на заказ Краснодар,https://kuxni-krd.ru/,77.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=77.0; cap=100.0,0.713762,0.785282,0.765,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|page_structure:0.437
кухни на заказ Краснодар,https://kuhnidar.ru/,77.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=77.1; cap=100.0,0.770828,0.704622,0.732483,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.187
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,64.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=64.0; cap=100.0,0.614272,0.682205,0.375083,0.894737,100.0,,low,crawl_indexability:1.000|technical_metadata:0.930|offer_and_conversion:0.860,structured_support:0.103|canonical_consistency:0.150|media_and_internal_navigation:0.297|page_structure:0.300
кухни на заказ Краснодар,https://kitchen-sam.ru/,64.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=64.7; cap=100.0,0.602772,0.679619,0.5414,0.842105,100.0,,low,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.896|commercial_trust:0.873,structured_support:0.000|heading_query_fit:0.200|page_structure:0.244|title_query_fit:0.426
кухни на заказ Краснодар,https://krasnodar-kuhni-na-zakaz.ru/,23.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=23.6; cap=35.0,0.090564,0.427514,0.0319,0.789474,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_extremely_thin_content,blocked,commercial_trust:0.720|mobile_render_performance:0.637|technical_metadata:0.520,heading_query_fit:0.000|offer_and_conversion:0.000|secondary_commercial_details:0.000|structured_support:0.000
кухни на заказ Краснодар,https://www.kukhni-krasnodar.ru/,60.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=60.4; cap=100.0,0.553957,0.670372,0.464183,0.736842,100.0,,low,crawl_indexability:1.000|technical_metadata:0.950|text_sufficiency:0.850,structured_support:0.103|canonical_consistency:0.150|heading_query_fit:0.249|page_structure:0.346
кухни на заказ Краснодар,https://www.giuseppe23.ru/,74.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=74.0; cap=100.0,0.75887,0.686184,0.674,0.684211,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930,structured_support:0.000|page_structure:0.438|mobile_render_performance:0.439
кухни на заказ Краснодар,https://krasnodar.marya.ru/,70.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=70.8; cap=100.0,0.636387,0.769803,0.80625,0.631579,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|technical_metadata:0.979|media_and_internal_navigation:0.952,canonical_consistency:0.150|page_structure:0.375|structured_support:0.394
кухни на заказ Краснодар,https://kuhni-kook.ru/,56.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=56.6; cap=82.0,0.535463,0.599128,0.4818,0.578947,82.0,important_canonical_points_elsewhere,low,crawl_indexability:0.930|text_sufficiency:0.850|technical_metadata:0.818,heading_query_fit:0.000|structured_support:0.000|canonical_consistency:0.250|page_structure:0.258
кухни на заказ Краснодар,http://kuhnya-krasnodar.ru/,72.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=72.7; cap=100.0,0.769376,0.697362,0.53275,0.526316,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930|technical_metadata:0.812,structured_support:0.000|secondary_commercial_details:0.420
кухни на заказ Самара,https://samara.lemanapro.ru/proekt-kuhni/na-zakaz/,27.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=content; raw_score=27.8; cap=35.0,0.160057,0.524445,0.03095,1.0,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_extremely_thin_content,blocked,commercial_trust:0.720|technical_metadata:0.640|mobile_render_performance:0.589,secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005|semantic_query_fit:0.033
кухни на заказ Самара,https://samara.fakturamebel.ru/,63.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=63.8; cap=100.0,0.600975,0.639865,0.53145,0.947368,100.0,,low,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930,heading_query_fit:0.000|structured_support:0.000|page_structure:0.375|secondary_commercial_details:0.420
кухни на заказ Самара,https://samara.marya.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=72.0; cap=100.0,0.632401,0.770321,0.8136,0.894737,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|technical_metadata:0.983|media_and_internal_navigation:0.952,canonical_consistency:0.150|page_structure:0.367|structured_support:0.431
кухни на заказ Самара,https://kmsmebel.ru/,77.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=77.0; cap=100.0,0.755904,0.758366,0.701,0.842105,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930|secondary_commercial_details:0.880,structured_support:0.000
кухни на заказ Самара,https://mebelhall-kitchen.ru/,71.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=71.7; cap=78.0,0.703832,0.703007,0.6417,0.789474,78.0,critical_query_title_fit_weak,medium,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930|commercial_trust:0.904,structured_support:0.000|title_query_fit:0.262
кухни на заказ Самара,https://kukhni-vsamare.ru/,64.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=64.4; cap=100.0,0.635188,0.683751,0.375083,0.736842,100.0,,low,crawl_indexability:1.000|technical_metadata:0.926|offer_and_conversion:0.860,structured_support:0.103|canonical_consistency:0.150|media_and_internal_navigation:0.297|page_structure:0.316
кухни на заказ Самара,https://kuhnari-samara.ru/,62.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=62.5; cap=100.0,0.593045,0.659624,0.514,0.684211,100.0,,low,crawl_indexability:1.000|text_sufficiency:1.000|commercial_trust:0.809,heading_query_fit:0.000|structured_support:0.000|canonical_consistency:0.150|secondary_commercial_details:0.400
кухни на заказ Самара,https://samara-kuhni-na-zakaz.ru/,76.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=76.9; cap=100.0,0.787187,0.748543,0.6514,0.631579,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.975|commercial_trust:0.904,page_structure:0.421|media_and_internal_navigation:0.421
кухни на заказ Самара,https://mebel-kega.ru/kuhni,62.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=62.1; cap=78.0,0.615593,0.718695,0.5786,0.578947,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:0.990|technical_metadata:0.894,structured_support:0.000|title_query_fit:0.230|heading_query_fit:0.352|page_structure:0.424
кухни на заказ Самара,https://ka2design.ru/,77.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=77.0; cap=100.0,0.77089,0.784858,0.695,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,71.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=71.0; cap=100.0,0.637651,0.751283,0.6843,1.0,100.0,,medium,crawl_indexability:1.000|technical_metadata:0.992|media_and_internal_navigation:0.924|offer_and_conversion:0.860,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.449
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,74.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=74.2; cap=100.0,0.70601,0.763602,0.618,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.435
кухни на заказ Нижний Новгород,https://kuhni-nn.ru/,62.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=62.1; cap=100.0,0.610701,0.559484,0.5761,0.894737,100.0,,low,text_sufficiency:1.000|media_and_internal_navigation:0.895|crawl_indexability:0.850,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.413|secondary_commercial_details:0.420
кухни на заказ Нижний Новгород,https://julison.ru/,73.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=73.6; cap=100.0,0.684182,0.73616,0.8172,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,page_structure:0.311|title_query_fit:0.404
кухни на заказ Нижний Новгород,https://kuhni-pod-zakaz-nn.ru/,77.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=77.5; cap=100.0,0.752044,0.756265,0.8,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.439
кухни на заказ Нижний Новгород,https://kuxni-nn.ru/,71.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=71.9; cap=100.0,0.676974,0.736226,0.737,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.379|page_structure:0.422
кухни на заказ Нижний Новгород,https://love-kuhnya-na-zakaz-nn.ru/,75.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=75.8; cap=78.0,0.706184,0.767673,0.9054,0.684211,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.334|page_structure:0.383
кухни на заказ Нижний Новгород,https://www.kukhni-nizhniy-novgorod.ru/,66.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=66.1; cap=100.0,0.608546,0.68553,0.737,0.631579,100.0,,medium,text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.936|crawl_indexability:0.920,heading_query_fit:0.000|structured_support:0.000|canonical_consistency:0.150|page_structure:0.343
кухни на заказ Нижний Новгород,https://kuhnyabar.ru/,22.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=22.0; cap=35.0,0.113293,0.369478,0.03335,0.578947,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_extremely_thin_content,blocked,commercial_trust:0.720|mobile_render_performance:0.510|technical_metadata:0.360,heading_query_fit:0.000|offer_and_conversion:0.000|secondary_commercial_details:0.000|structured_support:0.000
кухни на заказ Нижний Новгород,https://borgostudio.ru/,71.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=71.0; cap=100.0,0.679743,0.722739,0.7839,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.996,page_structure:0.387|title_query_fit:0.429
кухни на заказ цена Москва,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,75.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=content; raw_score=75.3; cap=100.0,0.755543,0.759334,0.8,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.398
кухни на заказ цена Москва,https://mebel-renessans.ru/kuhni,79.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=79.9; cap=100.0,0.835491,0.76239,0.837483,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.187
кухни на заказ цена Москва,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,73.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=product; raw_score=73.6; cap=100.0,0.583005,0.821649,0.94425,0.894737,100.0,,medium,crawl_indexability:1.000|commercial_trust:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,canonical_consistency:0.150|heading_query_fit:0.330|title_query_fit:0.406
кухни на заказ цена Москва,https://vitakuhni.ru/,79.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=79.8; cap=100.0,0.752268,0.848953,0.719883,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|technical_metadata:0.993,structured_support:0.187|title_query_fit:0.447
кухни на заказ цена Москва,https://nedorogo-kuhni.ru/kuhni,78.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=78.5; cap=100.0,0.827815,0.757827,0.827367,0.789474,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.935,structured_support:0.312
кухни на заказ цена Москва,https://zavodkuhnirf.ru/,72.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=72.2; cap=78.0,0.648851,0.811514,0.695,0.736842,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.956,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.328
кухни на заказ цена Москва,https://500kuhon.ru/,71.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=71.8; cap=82.0,0.673954,0.778702,0.674,0.631579,82.0,important_canonical_points_elsewhere,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.951,structured_support:0.000|canonical_consistency:0.250|title_query_fit:0.427
кухни на заказ цена Москва,https://master-kuhni.com/,80.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=80.7; cap=100.0,0.770966,0.799436,0.9874,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.410
кухни на заказ цена Москва,https://julis.ru/kitchens/,73.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=content; raw_score=73.8; cap=100.0,0.774583,0.756909,0.7822,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.394
кухни на заказ цена Санкт-Петербург,https://masterskayakuhon.ru/,70.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=70.8; cap=100.0,0.618066,0.752287,0.8,0.947368,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|secondary_commercial_details:1.000,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.351
кухни на заказ цена Санкт-Петербург,https://lenkuhni.ru/,80.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=80.1; cap=100.0,0.784318,0.766907,0.8,0.894737,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.408
кухни на заказ цена Санкт-Петербург,https://kuhnihome.spb.ru/,78.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=78.2; cap=100.0,0.754366,0.785038,0.77245,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.352
кухни на заказ цена Санкт-Петербург,https://neva-kuhni.ru/,74.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=74.1; cap=100.0,0.765091,0.693033,0.6023,0.736842,100.0,,medium,canonical_consistency:1.000|crawl_indexability:0.930|text_sufficiency:0.850|media_and_internal_navigation:0.829,structured_support:0.000|mobile_render_performance:0.441
кухни на заказ цена Санкт-Петербург,https://petro-mebel.com/kuhni-na-zakaz/,67.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=content; raw_score=67.2; cap=100.0,0.69621,0.649377,0.8,0.684211,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|secondary_commercial_details:1.000,structured_support:0.000|title_query_fit:0.393|page_structure:0.431
кухни на заказ цена Санкт-Петербург,https://lubimaya-kuhnya.ru/,74.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=74.8; cap=100.0,0.734537,0.744571,0.737,0.631579,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.936,structured_support:0.000|title_query_fit:0.385
кухни на заказ цена Санкт-Петербург,https://spb.vitakuhni.ru/,77.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=77.2; cap=100.0,0.735316,0.838506,0.717983,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|technical_metadata:0.966,structured_support:0.187|title_query_fit:0.445
кухни на заказ цена Санкт-Петербург,https://lavellakitchen.ru/,69.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=69.7; cap=100.0,0.629228,0.777414,0.761883,0.526316,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.968,structured_support:0.124|canonical_consistency:0.150|title_query_fit:0.378
кухни на заказ цена Екатеринбург,https://www.lovekuhnya.ru/,80.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=80.4; cap=100.0,0.754333,0.77762,0.9054,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.359|page_structure:0.442
кухни на заказ цена Екатеринбург,https://na-zakaz-mebel.com/,80.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=80.4; cap=100.0,0.768607,0.810173,0.758,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000
кухни на заказ цена Екатеринбург,https://kitchenrm.ru/,68.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=68.2; cap=100.0,0.596657,0.736258,0.7294,0.894737,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:0.962|technical_metadata:0.935,structured_support:0.000|canonical_consistency:0.150|heading_query_fit:0.380|title_query_fit:0.419
кухни на заказ цена Екатеринбург,https://е-кухни.рф/,76.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=76.4; cap=100.0,0.732548,0.768873,0.7354,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|secondary_commercial_details:1.000,structured_support:0.000|title_query_fit:0.427
кухни на заказ цена Екатеринбург,https://ekaterinburg.vernokuhni.ru/,72.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=72.6; cap=78.0,0.703596,0.738634,0.6282,0.789474,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:0.981,structured_support:0.000|title_query_fit:0.294
кухни на заказ цена Екатеринбург,https://kuhnya-ekb.ru/,25.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=25.8; cap=35.0,0.134123,0.431273,0.0343,0.736842,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_extremely_thin_content,blocked,mobile_render_performance:0.586|technical_metadata:0.520|offer_and_conversion:0.460,heading_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.022
